Va,Vb,Vc,Ia,Ib,Ic,Distance,Resistance,Label,Va_Vb_diff,Vb_Vc_diff,Ia_Ib_diff,Ib_Ic_diff,Ia_Ib_ratio,Ib_Ic_ratio,V_mean,I_mean,V_std,I_std
0.8172139500860196,-0.26736500428379645,-0.059976330167694006,-0.692233305706877,-0.38090141492580476,0.014191682246569139,70,50.0,0,1.084578954369816,-0.20738867411610246,-0.31133189078107226,-0.3950930971723739,1.8173555638844665,-26.839764892417055,0.16329087187817637,-0.3529810127953709,0.5757291548093812,0.35403916102968114
0.8169262782191611,-0.3203916454982938,-0.11534504049466549,-0.6922560525541175,-0.49973457300783486,-0.11891034982010265,10,5.0,0,1.1373179237174549,-0.2050466050036283,-0.19252147954628263,-0.38082422318773224,1.385247469246568,4.202616288353994,0.12706319740873392,-0.4369669917940184,0.6061718652781725,0.29178099775253546
0.8171619249465812,-0.2815640161433436,-0.0603267398229388,-0.6922370265249598,-0.4042174383397828,-0.006091661639648891,25,0.001,2,1.0987259410899248,-0.2212372763204048,-0.288019588185177,-0.3981257767001339,1.7125362759413398,66.35585859018278,0.15842372299343296,-0.3675153755014638,0.581109711795258,0.34454193721641496
0.8173526569671645,-0.25017100577263923,-0.041403740922961334,-0.692223609070305,-0.34231349592902505,0.05624100551476953,50,50.0,0,1.0675236627398037,-0.2087672648496779,-0.34991011314127995,-0.39855450144379456,2.0221919886378945,-6.08654651167518,0.17525930342385468,-0.3260986998281868,0.5657816263511696,0.3744956735810707
-0.42828268604483805,-0.247554293195968,-0.4800341755719551,0.19981262049883916,-0.23349635350154144,-0.6935949271083616,55,5.0,3,-0.18072839284887005,0.2324798823759871,0.4333089740003806,0.46009857360682016,-0.8557419313082338,0.3366465704629669,-0.38529038493758705,-0.2424262200370213,0.1220572709561401,0.44677071123523115
0.8170857940874199,-0.29352210901364384,-0.07328595000462859,-0.6922427108433399,-0.43121174914825233,-0.036101886215997116,20,80.0,2,1.1106079031010636,-0.22023615900901525,-0.26103096169508755,-0.3951098629322552,1.6053428790163695,11.944299712439346,0.15009257835638248,-0.38651878206919643,0.5880356739239412,0.3303457149947756
0.012553395666586682,-0.2648119566499139,-0.5119593318190153,-0.19872142462993517,0.0421472130065506,-0.43059474512624607,95,1.0,1,0.2773653523165006,0.2471473751691014,-0.24086863763648578,0.4727419581327967,-4.714936301934116,-0.0978813919203623,-0.25473929760078085,-0.19572298558321022,0.26240139894603537,0.23638524218390922
0.8173152294303968,-0.2543536743165224,-0.03089521515027969,-0.6922247480944649,-0.3421965535925465,0.06328836151752922,50,10.0,2,1.0716689037469191,-0.2234584591662427,-0.35002819450191835,-0.4054849151100757,2.022886381604816,-5.406942846794463,0.1773554466545316,-0.32371098005649407,0.5653713942366887,0.3780956254978545
0.8173401087995792,-0.25118019440428946,-0.04255424082375161,-0.6922244032813322,-0.3445834978692988,0.053880325419188524,55,5.0,0,1.0685203032038686,-0.20862595358053784,-0.34764090541203335,-0.39846382328848734,2.0088727625137004,-6.395349233480715,0.17453522452384607,-0.32764252524381415,0.5663742460276607,0.37334074779274024
0.8173526569671645,-0.25017100577263923,-0.041403740922961334,-0.692223609070305,-0.34231349592902505,0.05624100551476953,50,20.0,0,1.0675236627398037,-0.2087672648496779,-0.34991011314127995,-0.39855450144379456,2.0221919886378945,-6.08654651167518,0.17525930342385468,-0.3260986998281868,0.5657816263511696,0.3744956735810707
0.8167966204635173,-0.324298396573463,-0.10522212212128632,-0.6922615457901272,-0.49830497551604197,-0.10793794275443247,90,5.0,2,1.1410950170369802,-0.21907627445217667,-0.19395657027408525,-0.3903670327616095,1.3892326583197867,4.616587668802675,0.12909203392292268,-0.43283482135353385,0.6055590823930305,0.29761262419578405
