Va,Vb,Vc,Ia,Ib,Ic,Distance,Resistance,Label
14471.2846090377,14471.3956314774,14471.4230916668,6.0240201040444,6.03021974671416,6.0367618963325,60,1.0,2
14471.2846090377,14471.3956314774,14471.4230916668,6.0240201040444,6.03021974671416,6.0367618963325,60,5.0,2
14471.2846090377,14471.3956314774,14471.4230916668,6.0240201040444,6.03021974671416,6.0367618963325,60,10.0,2
14471.2846090377,14471.3956314774,14471.4230916668,6.0240201040444,6.03021974671416,6.0367618963325,60,20.0,2
14471.2846090377,14471.3956314774,14471.4230916668,6.0240201040444,6.03021974671416,6.0367618963325,60,50.0,2
14471.2846090377,14471.3956314774,14471.4230916668,6.0240201040444,6.03021974671416,6.0367618963325,60,80.0,2
14471.2846090377,14471.3956314774,14471.4230916668,6.0240201040444,6.03021974671416,6.0367618963325,60,100.0,2
14471.2840588834,14471.3951707638,14471.4226178614,6.02392602733382,6.03013408233145,6.03667628022147,65,0.001,2
14471.2840588834,14471.3951707638,14471.4226178614,6.02392602733382,6.03013408233145,6.03667628022147,65,1.0,2
14471.2840588834,14471.3951707638,14471.4226178614,6.02392602733382,6.03013408233145,6.03667628022147,65,5.0,2
14471.2840588834,14471.3951707638,14471.4226178614,6.02392602733382,6.03013408233145,6.03667628022147,65,10.0,2
14471.2840588834,14471.3951707638,14471.4226178614,6.02392602733382,6.03013408233145,6.03667628022147,65,20.0,2
14471.2840588834,14471.3951707638,14471.4226178614,6.02392602733382,6.03013408233145,6.03667628022147,65,50.0,2
14471.2840588834,14471.3951707638,14471.4226178614,6.02392602733382,6.03013408233145,6.03667628022147,65,80.0,2
14471.2840588834,14471.3951707638,14471.4226178614,6.02392602733382,6.03013408233145,6.03667628022147,65,100.0,2
14471.2834507145,14471.3945454317,14471.4220096935,6.02380264447035,6.03001426233391,6.03655773911537,70,0.001,2
14471.2834507145,14471.3945454317,14471.4220096935,6.02380264447035,6.03001426233391,6.03655773911537,70,1.0,2
14471.2834507145,14471.3945454317,14471.4220096935,6.02380264447035,6.03001426233391,6.03655773911537,70,5.0,2
14471.2834507145,14471.3945454317,14471.4220096935,6.02380264447035,6.03001426233391,6.03655773911537,70,10.0,2
14471.2834507145,14471.3945454317,14471.4220096935,6.02380264447035,6.03001426233391,6.03655773911537,70,20.0,2
14471.2834507145,14471.3945454317,14471.4220096935,6.02380264447035,6.03001426233391,6.03655773911537,70,50.0,2
14471.2834507145,14471.3945454317,14471.4220096935,6.02380264447035,6.03001426233391,6.03655773911537,70,80.0,2
14471.2834507145,14471.3945454317,14471.4220096935,6.02380264447035,6.03001426233391,6.03655773911537,70,100.0,2
14471.2825689048,14471.3937156997,14471.421183373,6.02364134420362,6.02985910031893,6.03640245386099,75,0.001,2
14471.2825689048,14471.3937156997,14471.421183373,6.02364134420362,6.02985910031893,6.03640245386099,75,1.0,2
14471.2825689048,14471.3937156997,14471.421183373,6.02364134420362,6.02985910031893,6.03640245386099,75,5.0,2
14471.2825689048,14471.3937156997,14471.421183373,6.02364134420362,6.02985910031893,6.03640245386099,75,10.0,2
14471.2825689048,14471.3937156997,14471.421183373,6.02364134420362,6.02985910031893,6.03640245386099,75,20.0,2
14471.2825689048,14471.3937156997,14471.421183373,6.02364134420362,6.02985910031893,6.03640245386099,75,50.0,2
14471.2825689048,14471.3937156997,14471.421183373,6.02364134420362,6.02985910031893,6.03640245386099,75,80.0,2
14471.2825689048,14471.3937156997,14471.421183373,6.02364134420362,6.02985910031893,6.03640245386099,75,100.0,2
14471.2815295652,14471.3927067478,14471.4201765225,6.02344679781542,6.029669081944,6.03621239420268,80,0.001,2
14471.2815295652,14471.3927067478,14471.4201765225,6.02344679781542,6.029669081944,6.03621239420268,80,1.0,2
14471.2815295652,14471.3927067478,14471.4201765225,6.02344679781542,6.029669081944,6.03621239420268,80,5.0,2
14471.2815295652,14471.3927067478,14471.4201765225,6.02344679781542,6.029669081944,6.03621239420268,80,10.0,2
14471.2815295652,14471.3927067478,14471.4201765225,6.02344679781542,6.029669081944,6.03621239420268,80,20.0,2
14471.2815295652,14471.3927067478,14471.4201765225,6.02344679781542,6.029669081944,6.03621239420268,80,50.0,2
14471.2815295652,14471.3927067478,14471.4201765225,6.02344679781542,6.029669081944,6.03621239420268,80,80.0,2
14471.2815295652,14471.3927067478,14471.4201765225,6.02344679781542,6.029669081944,6.03621239420268,80,100.0,2
14471.2803057986,14471.3915135566,14471.4189802965,6.02321763094873,6.02944408306998,6.03598699306883,85,0.001,2
14471.2803057986,14471.3915135566,14471.4189802965,6.02321763094873,6.02944408306998,6.03598699306883,85,1.0,2
14471.2803057986,14471.3915135566,14471.4189802965,6.02321763094873,6.02944408306998,6.03598699306883,85,5.0,2
14471.2803057986,14471.3915135566,14471.4189802965,6.02321763094873,6.02944408306998,6.03598699306883,85,10.0,2
14471.2803057986,14471.3915135566,14471.4189802965,6.02321763094873,6.02944408306998,6.03598699306883,85,20.0,2
14471.2803057986,14471.3915135566,14471.4189802965,6.02321763094873,6.02944408306998,6.03598699306883,85,50.0,2
14471.2803057986,14471.3915135566,14471.4189802965,6.02321763094873,6.02944408306998,6.03598699306883,85,80.0,2
14471.2803057986,14471.3915135566,14471.4189802965,6.02321763094873,6.02944408306998,6.03598699306883,85,100.0,2
14471.278905447,14471.390134285,14471.4176006952,6.02295442087946,6.02918409299365,6.03572644715832,90,0.001,2
14471.278905447,14471.390134285,14471.4176006952,6.02295442087946,6.02918409299365,6.03572644715832,90,1.0,2
14471.278905447,14471.390134285,14471.4176006952,6.02295442087946,6.02918409299365,6.03572644715832,90,5.0,2
14471.278905447,14471.390134285,14471.4176006952,6.02295442087946,6.02918409299365,6.03572644715832,90,10.0,2
14471.278905447,14471.390134285,14471.4176006952,6.02295442087946,6.02918409299365,6.03572644715832,90,20.0,2
14471.278905447,14471.390134285,14471.4176006952,6.02295442087946,6.02918409299365,6.03572644715832,90,50.0,2
14471.278905447,14471.390134285,14471.4176006952,6.02295442087946,6.02918409299365,6.03572644715832,90,80.0,2
14471.278905447,14471.390134285,14471.4176006952,6.02295442087946,6.02918409299365,6.03572644715832,90,100.0,2
14471.2773240162,14471.3885678035,14471.4160362265,6.0226569113651,6.02888905421375,6.03543062869856,95,0.001,2
14471.2773240162,14471.3885678035,14471.4160362265,6.0226569113651,6.02888905421375,6.03543062869856,95,1.0,2
14471.2773240162,14471.3885678035,14471.4160362265,6.0226569113651,6.02888905421375,6.03543062869856,95,5.0,2
14471.2773240162,14471.3885678035,14471.4160362265,6.0226569113651,6.02888905421375,6.03543062869856,95,10.0,2
14471.2773240162,14471.3885678035,14471.4160362265,6.0226569113651,6.02888905421375,6.03543062869856,95,20.0,2
14471.2773240162,14471.3885678035,14471.4160362265,6.0226569113651,6.02888905421375,6.03543062869856,95,50.0,2
14471.2773240162,14471.3885678035,14471.4160362265,6.0226569113651,6.02888905421375,6.03543062869856,95,80.0,2
14471.2773240162,14471.3885678035,14471.4160362265,6.0226569113651,6.02888905421375,6.03543062869856,95,100.0,2
14427.0649395622,14471.8725670191,14471.8529410758,143.165503099523,6.06769426154939,6.06850358379091,5,0.001,1
14427.0649395622,14471.8725670191,14471.8529410758,143.165503099523,6.06769426154939,6.06850358379091,5,1.0,1
14427.0649395622,14471.8725670191,14471.8529410758,143.165503099523,6.06769426154939,6.06850358379091,5,5.0,1
14427.0649395622,14471.8725670191,14471.8529410758,143.165503099523,6.06769426154939,6.06850358379091,5,10.0,1
14427.0649395622,14471.8725670191,14471.8529410758,143.165503099523,6.06769426154939,6.06850358379091,5,20.0,1
14427.0649395622,14471.8725670191,14471.8529410758,143.165503099523,6.06769426154939,6.06850358379091,5,50.0,1
14427.0649395622,14471.8725670191,14471.8529410758,143.165503099523,6.06769426154939,6.06850358379091,5,80.0,1
14427.0649395622,14471.8725670191,14471.8529410758,143.165503099523,6.06769426154939,6.06850358379091,5,100.0,1
14433.1611733221,14471.6112000405,14471.5979517947,107.816033479916,6.05212433579907,6.05321625373142,10,0.001,1
14433.1611733221,14471.6112000405,14471.5979517947,107.816033479916,6.05212433579907,6.05321625373142,10,1.0,1
14433.1611733221,14471.6112000405,14471.5979517947,107.816033479916,6.05212433579907,6.05321625373142,10,5.0,1
14433.1611733221,14471.6112000405,14471.5979517947,107.816033479916,6.05212433579907,6.05321625373142,10,10.0,1
14433.1611733221,14471.6112000405,14471.5979517947,107.816033479916,6.05212433579907,6.05321625373142,10,20.0,1
14433.1611733221,14471.6112000405,14471.5979517947,107.816033479916,6.05212433579907,6.05321625373142,10,50.0,1
14433.1611733221,14471.6112000405,14471.5979517947,107.816033479916,6.05212433579907,6.05321625373142,10,80.0,1
14433.1611733221,14471.6112000405,14471.5979517947,107.816033479916,6.05212433579907,6.05321625373142,10,100.0,1
14438.3616667501,14471.4951287748,14471.4848436996,86.5421402784112,6.04231269673595,6.04351252028708,15,0.001,1
14438.3616667501,14471.4951287748,14471.4848436996,86.5421402784112,6.04231269673595,6.04351252028708,15,1.0,1
14438.3616667501,14471.4951287748,14471.4848436996,86.5421402784112,6.04231269673595,6.04351252028708,15,5.0,1
14438.3616667501,14471.4951287748,14471.4848436996,86.5421402784112,6.04231269673595,6.04351252028708,15,10.0,1
14438.3616667501,14471.4951287748,14471.4848436996,86.5421402784112,6.04231269673595,6.04351252028708,15,20.0,1
14438.3616667501,14471.4951287748,14471.4848436996,86.5421402784112,6.04231269673595,6.04351252028708,15,50.0,1
14438.3616667501,14471.4951287748,14471.4848436996,86.5421402784112,6.04231269673595,6.04351252028708,15,80.0,1
14438.3616667501,14471.4951287748,14471.4848436996,86.5421402784112,6.04231269673595,6.04351252028708,15,100.0,1
14442.5371972359,14471.4292292448,14471.4202495539,72.3180500690896,6.03507439388396,6.03630669566501,20,0.001,1
14442.5371972359,14471.4292292448,14471.4202495539,72.3180500690896,6.03507439388396,6.03630669566501,20,1.0,1
14442.5371972359,14471.4292292448,14471.4202495539,72.3180500690896,6.03507439388396,6.03630669566501,20,5.0,1
14442.5371972359,14471.4292292448,14471.4202495539,72.3180500690896,6.03507439388396,6.03630669566501,20,10.0,1
14442.5371972359,14471.4292292448,14471.4202495539,72.3180500690896,6.03507439388396,6.03630669566501,20,20.0,1
14442.5371972359,14471.4292292448,14471.4202495539,72.3180500690896,6.03507439388396,6.03630669566501,20,50.0,1
14442.5371972359,14471.4292292448,14471.4202495539,72.3180500690896,6.03507439388396,6.03630669566501,20,80.0,1
14442.5371972359,14471.4292292448,14471.4202495539,72.3180500690896,6.03507439388396,6.03630669566501,20,100.0,1
14445.8197221748,14471.4035808783,14471.3946675869,62.1366975978001,6.03166408708314,6.03280455318732,25,0.001,1
14445.8197221748,14471.4035808783,14471.3946675869,62.1366975978001,6.03166408708314,6.03280455318732,25,1.0,1
14445.8197221748,14471.4035808783,14471.3946675869,62.1366975978001,6.03166408708314,6.03280455318732,25,5.0,1
14445.8197221748,14471.4035808783,14471.3946675869,62.1366975978001,6.03166408708314,6.03280455318732,25,10.0,1
14445.8197221748,14471.4035808783,14471.3946675869,62.1366975978001,6.03166408708314,6.03280455318732,25,20.0,1
14445.8197221748,14471.4035808783,14471.3946675869,62.1366975978001,6.03166408708314,6.03280455318732,25,50.0,1
14445.8197221748,14471.4035808783,14471.3946675869,62.1366975978001,6.03166408708314,6.03280455318732,25,80.0,1
14445.8197221748,14471.4035808783,14471.3946675869,62.1366975978001,6.03166408708314,6.03280455318732,25,100.0,1
14448.446843,14471.4042383407,14471.3958051765,54.4907944404689,6.03137217968818,6.03248969138199,30,0.001,1
14448.446843,14471.4042383407,14471.3958051765,54.4907944404689,6.03137217968818,6.03248969138199,30,1.0,1
14448.446843,14471.4042383407,14471.3958051765,54.4907944404689,6.03137217968818,6.03248969138199,30,5.0,1
14448.446843,14471.4042383407,14471.3958051765,54.4907944404689,6.03137217968818,6.03248969138199,30,10.0,1
14448.446843,14471.4042383407,14471.3958051765,54.4907944404689,6.03137217968818,6.03248969138199,30,20.0,1
14448.446843,14471.4042383407,14471.3958051765,54.4907944404689,6.03137217968818,6.03248969138199,30,50.0,1
14448.446843,14471.4042383407,14471.3958051765,54.4907944404689,6.03137217968818,6.03248969138199,30,80.0,1
14448.446843,14471.4042383407,14471.3958051765,54.4907944404689,6.03137217968818,6.03248969138199,30,100.0,1
14450.61352297,14471.3996388215,14471.3911195079,48.5403845955012,6.03074847135408,6.03184119236444,35,0.001,1
14450.61352297,14471.3996388215,14471.3911195079,48.5403845955012,6.03074847135408,6.03184119236444,35,1.0,1
14450.61352297,14471.3996388215,14471.3911195079,48.5403845955012,6.03074847135408,6.03184119236444,35,5.0,1
14450.61352297,14471.3996388215,14471.3911195079,48.5403845955012,6.03074847135408,6.03184119236444,35,10.0,1
14450.61352297,14471.3996388215,14471.3911195079,48.5403845955012,6.03074847135408,6.03184119236444,35,20.0,1
14450.61352297,14471.3996388215,14471.3911195079,48.5403845955012,6.03074847135408,6.03184119236444,35,50.0,1
14450.61352297,14471.3996388215,14471.3911195079,48.5403845955012,6.03074847135408,6.03184119236444,35,80.0,1
14450.61352297,14471.3996388215,14471.3911195079,48.5403845955012,6.03074847135408,6.03184119236444,35,100.0,1
14452.4103567717,14471.3968106025,14471.3883906088,43.7792943108027,6.03041861643625,6.03146913379717,40,0.001,1
14452.4103567717,14471.3968106025,14471.3883906088,43.7792943108027,6.03041861643625,6.03146913379717,40,1.0,1
14452.4103567717,14471.3968106025,14471.3883906088,43.7792943108027,6.03041861643625,6.03146913379717,40,5.0,1
14452.4103567717,14471.3968106025,14471.3883906088,43.7792943108027,6.03041861643625,6.03146913379717,40,10.0,1
14452.4103567717,14471.3968106025,14471.3883906088,43.7792943108027,6.03041861643625,6.03146913379717,40,20.0,1
14452.4103567717,14471.3968106025,14471.3883906088,43.7792943108027,6.03041861643625,6.03146913379717,40,50.0,1
14452.4103567717,14471.3968106025,14471.3883906088,43.7792943108027,6.03041861643625,6.03146913379717,40,80.0,1
14452.4103567717,14471.3968106025,14471.3883906088,43.7792943108027,6.03041861643625,6.03146913379717,40,100.0,1
14453.9227649691,14471.3957804733,14471.3873830874,39.8849289765304,6.03035640834528,6.03136165240408,45,0.001,1
14453.9227649691,14471.3957804733,14471.3873830874,39.8849289765304,6.03035640834528,6.03136165240408,45,1.0,1
14453.9227649691,14471.3957804733,14471.3873830874,39.8849289765304,6.03035640834528,6.03136165240408,45,5.0,1
14453.9227649691,14471.3957804733,14471.3873830874,39.8849289765304,6.03035640834528,6.03136165240408,45,10.0,1
14453.9227649691,14471.3957804733,14471.3873830874,39.8849289765304,6.03035640834528,6.03136165240408,45,20.0,1
14453.9227649691,14471.3957804733,14471.3873830874,39.8849289765304,6.03035640834528,6.03136165240408,45,50.0,1
14453.9227649691,14471.3957804733,14471.3873830874,39.8849289765304,6.03035640834528,6.03136165240408,45,80.0,1
14453.9227649691,14471.3957804733,14471.3873830874,39.8849289765304,6.03035640834528,6.03136165240408,45,100.0,1
14455.2106309581,14471.3958144039,14471.3873815116,36.6416065632371,6.03056988260766,6.03152698413947,50,0.001,1
14455.2106309581,14471.3958144039,14471.3873815116,36.6416065632371,6.03056988260766,6.03152698413947,50,1.0,1
14455.2106309581,14471.3958144039,14471.3873815116,36.6416065632371,6.03056988260766,6.03152698413947,50,5.0,1
14455.2106309581,14471.3958144039,14471.3873815116,36.6416065632371,6.03056988260766,6.03152698413947,50,10.0,1
14455.2106309581,14471.3958144039,14471.3873815116,36.6416065632371,6.03056988260766,6.03152698413947,50,20.0,1
14455.2106309581,14471.3958144039,14471.3873815116,36.6416065632371,6.03056988260766,6.03152698413947,50,50.0,1
14455.2106309581,14471.3958144039,14471.3873815116,36.6416065632371,6.03056988260766,6.03152698413947,50,80.0,1
14455.2106309581,14471.3958144039,14471.3873815116,36.6416065632371,6.03056988260766,6.03152698413947,50,100.0,1
14456.3190501346,14471.3965726543,14471.3880538523,33.899713413593,6.03105423457333,6.03196091631683,55,0.001,1
14456.3190501346,14471.3965726543,14471.3880538523,33.899713413593,6.03105423457333,6.03196091631683,55,1.0,1
14456.3190501346,14471.3965726543,14471.3880538523,33.899713413593,6.03105423457333,6.03196091631683,55,5.0,1
14456.3190501346,14471.3965726543,14471.3880538523,33.899713413593,6.03105423457333,6.03196091631683,55,10.0,1
14456.3190501346,14471.3965726543,14471.3880538523,33.899713413593,6.03105423457333,6.03196091631683,55,20.0,1
14456.3190501346,14471.3965726543,14471.3880538523,33.899713413593,6.03105423457333,6.03196091631683,55,50.0,1
14456.3190501346,14471.3965726543,14471.3880538523,33.899713413593,6.03105423457333,6.03196091631683,55,80.0,1
14456.3190501346,14471.3965726543,14471.3880538523,33.899713413593,6.03105423457333,6.03196091631683,55,100.0,1
14457.282964735,14471.3977505697,14471.3891307088,31.5522413177495,6.03171433299457,6.03257122479129,60,0.001,1
14457.282964735,14471.3977505697,14471.3891307088,31.5522413177495,6.03171433299457,6.03257122479129,60,1.0,1
14457.282964735,14471.3977505697,14471.3891307088,31.5522413177495,6.03171433299457,6.03257122479129,60,5.0,1
14457.282964735,14471.3977505697,14471.3891307088,31.5522413177495,6.03171433299457,6.03257122479129,60,10.0,1
14457.282964735,14471.3977505697,14471.3891307088,31.5522413177495,6.03171433299457,6.03257122479129,60,20.0,1
14457.282964735,14471.3977505697,14471.3891307088,31.5522413177495,6.03171433299457,6.03257122479129,60,50.0,1
14457.282964735,14471.3977505697,14471.3891307088,31.5522413177495,6.03171433299457,6.03257122479129,60,80.0,1
14457.282964735,14471.3977505697,14471.3891307088,31.5522413177495,6.03171433299457,6.03257122479129,60,100.0,1
14458.1282888296,14471.3988653798,14471.3898875258,29.5206434917717,6.0323983656906,6.03319945429064,65,0.001,1
14458.1282888296,14471.3988653798,14471.3898875258,29.5206434917717,6.0323983656906,6.03319945429064,65,1.0,1
14458.1282888296,14471.3988653798,14471.3898875258,29.5206434917717,6.0323983656906,6.03319945429064,65,5.0,1
14458.1282888296,14471.3988653798,14471.3898875258,29.5206434917717,6.0323983656906,6.03319945429064,65,10.0,1
14458.1282888296,14471.3988653798,14471.3898875258,29.5206434917717,6.0323983656906,6.03319945429064,65,20.0,1
14458.1282888296,14471.3988653798,14471.3898875258,29.5206434917717,6.0323983656906,6.03319945429064,65,50.0,1
14458.1282888296,14471.3988653798,14471.3898875258,29.5206434917717,6.0323983656906,6.03319945429064,65,80.0,1
14458.1282888296,14471.3988653798,14471.3898875258,29.5206434917717,6.0323983656906,6.03319945429064,65,100.0,1
14458.8734597054,14471.3988644994,14471.3897951095,27.7459408496642,6.03294616090356,6.03370848969328,70,0.001,1
14458.8734597054,14471.3988644994,14471.3897951095,27.7459408496642,6.03294616090356,6.03370848969328,70,1.0,1
14458.8734597054,14471.3988644994,14471.3897951095,27.7459408496642,6.03294616090356,6.03370848969328,70,5.0,1
14458.8734597054,14471.3988644994,14471.3897951095,27.7459408496642,6.03294616090356,6.03370848969328,70,10.0,1
14458.8734597054,14471.3988644994,14471.3897951095,27.7459408496642,6.03294616090356,6.03370848969328,70,20.0,1
14458.8734597054,14471.3988644994,14471.3897951095,27.7459408496642,6.03294616090356,6.03370848969328,70,50.0,1
14458.8734597054,14471.3988644994,14471.3897951095,27.7459408496642,6.03294616090356,6.03370848969328,70,80.0,1
14458.8734597054,14471.3988644994,14471.3897951095,27.7459408496642,6.03294616090356,6.03370848969328,70,100.0,1
14459.540800016,14471.3993891991,14471.3902952015,26.1830367125999,6.0333474635134,6.03407974274219,75,0.001,1
14459.540800016,14471.3993891991,14471.3902952015,26.1830367125999,6.0333474635134,6.03407974274219,75,1.0,1
14459.540800016,14471.3993891991,14471.3902952015,26.1830367125999,6.0333474635134,6.03407974274219,75,5.0,1
14459.540800016,14471.3993891991,14471.3902952015,26.1830367125999,6.0333474635134,6.03407974274219,75,10.0,1
14459.540800016,14471.3993891991,14471.3902952015,26.1830367125999,6.0333474635134,6.03407974274219,75,20.0,1
14459.540800016,14471.3993891991,14471.3902952015,26.1830367125999,6.0333474635134,6.03407974274219,75,50.0,1
14459.540800016,14471.3993891991,14471.3902952015,26.1830367125999,6.0333474635134,6.03407974274219,75,80.0,1
14459.540800016,14471.3993891991,14471.3902952015,26.1830367125999,6.0333474635134,6.03407974274219,75,100.0,1
14460.1388831135,14471.3986817047,14471.3893657946,24.7967363194615,6.03352390159752,6.03422973684028,80,0.001,1
14460.1388831135,14471.3986817047,14471.3893657946,24.7967363194615,6.03352390159752,6.03422973684028,80,1.0,1
14460.1388831135,14471.3986817047,14471.3893657946,24.7967363194615,6.03352390159752,6.03422973684028,80,5.0,1
14460.1388831135,14471.3986817047,14471.3893657946,24.7967363194615,6.03352390159752,6.03422973684028,80,10.0,1
14460.1388831135,14471.3986817047,14471.3893657946,24.7967363194615,6.03352390159752,6.03422973684028,80,20.0,1
14460.1388831135,14471.3986817047,14471.3893657946,24.7967363194615,6.03352390159752,6.03422973684028,80,50.0,1
14460.1388831135,14471.3986817047,14471.3893657946,24.7967363194615,6.03352390159752,6.03422973684028,80,80.0,1
14460.1388831135,14471.3986817047,14471.3893657946,24.7967363194615,6.03352390159752,6.03422973684028,80,100.0,1
14460.6789466752,14471.3979035205,14471.3884895343,23.5592322737841,6.03350763800106,6.0341912948124,85,0.001,1
14460.6789466752,14471.3979035205,14471.3884895343,23.5592322737841,6.03350763800106,6.0341912948124,85,1.0,1
14460.6789466752,14471.3979035205,14471.3884895343,23.5592322737841,6.03350763800106,6.0341912948124,85,5.0,1
14460.6789466752,14471.3979035205,14471.3884895343,23.5592322737841,6.03350763800106,6.0341912948124,85,10.0,1
14460.6789466752,14471.3979035205,14471.3884895343,23.5592322737841,6.03350763800106,6.0341912948124,85,20.0,1
14460.6789466752,14471.3979035205,14471.3884895343,23.5592322737841,6.03350763800106,6.0341912948124,85,50.0,1
14460.6789466752,14471.3979035205,14471.3884895343,23.5592322737841,6.03350763800106,6.0341912948124,85,80.0,1
14460.6789466752,14471.3979035205,14471.3884895343,23.5592322737841,6.03350763800106,6.0341912948124,85,100.0,1
14461.1690025712,14471.3966949303,14471.3871944794,22.4483007793828,6.03332308898966,6.03398907622721,90,0.001,1
14461.1690025712,14471.3966949303,14471.3871944794,22.4483007793828,6.03332308898966,6.03398907622721,90,1.0,1
14461.1690025712,14471.3966949303,14471.3871944794,22.4483007793828,6.03332308898966,6.03398907622721,90,5.0,1
14461.1690025712,14471.3966949303,14471.3871944794,22.4483007793828,6.03332308898966,6.03398907622721,90,10.0,1
14461.1690025712,14471.3966949303,14471.3871944794,22.4483007793828,6.03332308898966,6.03398907622721,90,20.0,1
14461.1690025712,14471.3966949303,14471.3871944794,22.4483007793828,6.03332308898966,6.03398907622721,90,50.0,1
14461.1690025712,14471.3966949303,14471.3871944794,22.4483007793828,6.03332308898966,6.03398907622721,90,80.0,1
14461.1690025712,14471.3966949303,14471.3871944794,22.4483007793828,6.03332308898966,6.03398907622721,90,100.0,1
14461.61571365,14471.3951248362,14471.385536896,21.445903219423,6.03300088354794,6.03365189317205,95,0.001,1
14461.61571365,14471.3951248362,14471.385536896,21.445903219423,6.03300088354794,6.03365189317205,95,1.0,1
14461.61571365,14471.3951248362,14471.385536896,21.445903219423,6.03300088354794,6.03365189317205,95,5.0,1
14461.61571365,14471.3951248362,14471.385536896,21.445903219423,6.03300088354794,6.03365189317205,95,10.0,1
14461.61571365,14471.3951248362,14471.385536896,21.445903219423,6.03300088354794,6.03365189317205,95,20.0,1
14461.61571365,14471.3951248362,14471.385536896,21.445903219423,6.03300088354794,6.03365189317205,95,50.0,1
14461.61571365,14471.3951248362,14471.385536896,21.445903219423,6.03300088354794,6.03365189317205,95,80.0,1
14461.61571365,14471.3951248362,14471.385536896,21.445903219423,6.03300088354794,6.03365189317205,95,100.0,1
14427.0642741787,14471.8725451607,14471.8529246179,143.170607631906,6.06769294640262,6.06850256058353,5,0.001,3
14427.0642741787,14471.8725451607,14471.8529246179,143.170607631906,6.06769294640262,6.06850256058353,5,1.0,3
14427.0642741787,14471.8725451607,14471.8529246179,143.170607631906,6.06769294640262,6.06850256058353,5,5.0,3
14427.0642741787,14471.8725451607,14471.8529246179,143.170607631906,6.06769294640262,6.06850256058353,5,10.0,3
14427.0642741787,14471.8725451607,14471.8529246179,143.170607631906,6.06769294640262,6.06850256058353,5,20.0,3
14427.0642741787,14471.8725451607,14471.8529246179,143.170607631906,6.06769294640262,6.06850256058353,5,50.0,3
14427.0642741787,14471.8725451607,14471.8529246179,143.170607631906,6.06769294640262,6.06850256058353,5,80.0,3
14427.0642741787,14471.8725451607,14471.8529246179,143.170607631906,6.06769294640262,6.06850256058353,5,100.0,3
14433.1605056323,14471.6111431513,14471.59789646,107.818697436014,6.05211953413967,6.05321157523085,10,0.001,3
14433.1605056323,14471.6111431513,14471.59789646,107.818697436014,6.05211953413967,6.05321157523085,10,1.0,3
14433.1605056323,14471.6111431513,14471.59789646,107.818697436014,6.05211953413967,6.05321157523085,10,5.0,3
14433.1605056323,14471.6111431513,14471.59789646,107.818697436014,6.05211953413967,6.05321157523085,10,10.0,3
14433.1605056323,14471.6111431513,14471.59789646,107.818697436014,6.05211953413967,6.05321157523085,10,20.0,3
14433.1605056323,14471.6111431513,14471.59789646,107.818697436014,6.05211953413967,6.05321157523085,10,50.0,3
14433.1605056323,14471.6111431513,14471.59789646,107.818697436014,6.05211953413967,6.05321157523085,10,80.0,3
14433.1605056323,14471.6111431513,14471.59789646,107.818697436014,6.05211953413967,6.05321157523085,10,100.0,3
14438.3612342268,14471.4951256572,14471.4848405117,86.5437944752811,6.04231241565278,6.04351226070968,15,0.001,3
14438.3612342268,14471.4951256572,14471.4848405117,86.5437944752811,6.04231241565278,6.04351226070968,15,1.0,3
14438.3612342268,14471.4951256572,14471.4848405117,86.5437944752811,6.04231241565278,6.04351226070968,15,5.0,3
14438.3612342268,14471.4951256572,14471.4848405117,86.5437944752811,6.04231241565278,6.04351226070968,15,10.0,3
14438.3612342268,14471.4951256572,14471.4848405117,86.5437944752811,6.04231241565278,6.04351226070968,15,20.0,3
14438.3612342268,14471.4951256572,14471.4848405117,86.5437944752811,6.04231241565278,6.04351226070968,15,50.0,3
14438.3612342268,14471.4951256572,14471.4848405117,86.5437944752811,6.04231241565278,6.04351226070968,15,80.0,3
14438.3612342268,14471.4951256572,14471.4848405117,86.5437944752811,6.04231241565278,6.04351226070968,15,100.0,3
14442.5369126634,14471.4292392183,14471.4202588575,72.3191820829001,6.03507547225452,6.03630774903387,20,0.001,3
14442.5369126634,14471.4292392183,14471.4202588575,72.3191820829001,6.03507547225452,6.03630774903387,20,1.0,3
14442.5369126634,14471.4292392183,14471.4202588575,72.3191820829001,6.03507547225452,6.03630774903387,20,5.0,3
14442.5369126634,14471.4292392183,14471.4202588575,72.3191820829001,6.03507547225452,6.03630774903387,20,10.0,3
14442.5369126634,14471.4292392183,14471.4202588575,72.3191820829001,6.03507547225452,6.03630774903387,20,20.0,3
14442.5369126634,14471.4292392183,14471.4202588575,72.3191820829001,6.03507547225452,6.03630774903387,20,50.0,3
14442.5369126634,14471.4292392183,14471.4202588575,72.3191820829001,6.03507547225452,6.03630774903387,20,80.0,3
14442.5369126634,14471.4292392183,14471.4202588575,72.3191820829001,6.03507547225452,6.03630774903387,20,100.0,3
14445.819456934,14471.4035812553,14471.3946672684,62.1375213537401,6.03166411741816,6.03280455638881,25,0.001,3
14445.819456934,14471.4035812553,14471.3946672684,62.1375213537401,6.03166411741816,6.03280455638881,25,1.0,3
14445.819456934,14471.4035812553,14471.3946672684,62.1375213537401,6.03166411741816,6.03280455638881,25,5.0,3
14445.819456934,14471.4035812553,14471.3946672684,62.1375213537401,6.03166411741816,6.03280455638881,25,10.0,3
14445.819456934,14471.4035812553,14471.3946672684,62.1375213537401,6.03166411741816,6.03280455638881,25,20.0,3
